id,first_name,last_name,position,equipo
2709,Ralph,Jackson,,Indiana Pacers
2710,Ron,Cavenall,,New York Knicks
2711,John,Schweitz,,Oklahoma City Thunder
2712,Michael,Young,,LA Clippers
2713,David,Pope,,Sacramento Kings
2714,Kent,Edelin,,Indiana Pacers
2715,Butch,Graves,,Cleveland Cavaliers
2716,Dirk,Minniefield,,Cleveland Cavaliers
2717,Lorenzo,Charles,,Atlanta Hawks
2718,Perry,Moss,,Golden State Warriors
2719,Carey,Scurry,,Utah Jazz
2720,Steve,Harris,,Houston Rockets
2721,Carl,Henry,,Sacramento Kings
2722,David,Cooke,,Sacramento Kings
2723,Ron,Crevier,,Detroit Pistons
2724,Bill,Martin,,Indiana Pacers
2725,Dwayne,McClain,,Indiana Pacers
2726,Yvon,Joseph,,Brooklyn Nets
2727,Uwe,Blab,,Dallas Mavericks
2728,Mike,Phelps,,Oklahoma City Thunder
2729,Alfredrick,Hughes,,San Antonio Spurs
2730,Ken,Johnson,,Portland Trail Blazers
2731,Pete,Williams,,Denver Nuggets
2732,Kenny,Green,,Philadelphia 76ers
2733,Brian,Martin,,Portland Trail Blazers
2734,Mike,Brittain,,San Antonio Spurs
2735,Fred,Cofield,,New York Knicks
2736,Georgi,Glouchkov,,Phoenix Suns
2737,Greg,Stokes,,Philadelphia 76ers
2738,Voise,Winters,,Philadelphia 76ers
2739,Keith,Lee,,Cleveland Cavaliers
2740,Harold,Keeling,,Dallas Mavericks
2741,Claude,Gregory,,LA Clippers
2742,Jeff,Cross,,LA Clippers
2743,Chris,McNealy,,New York Knicks
2744,Ben,McDonald,,Golden State Warriors
2745,Jerome,Henderson,,Milwaukee Bucks
2746,Derrick,Rowland,,Milwaukee Bucks
2747,Nick,Vanos,,Phoenix Suns
2748,Ken,Green,,New York Knicks
2749,Myron,Jackson,,Dallas Mavericks
2750,Mo,Martin,,Denver Nuggets
2751,Anthony,Jones,,Dallas Mavericks
2752,Fernando,Martin,,Portland Trail Blazers
2753,Walter,Berry,,San Antonio Spurs
2754,Keith,Smith,,Milwaukee Bucks
2755,Dwayne,Washington,,Brooklyn Nets
2756,Mckinley,Singleton,,New York Knicks
2757,Grant,Gondrezick,,Phoenix Suns
2758,Chris,Washburn,,Golden State Warriors
2759,Bruce,Douglas,,Sacramento Kings
2760,Johnny,Rogers,,Sacramento Kings
2761,Cedric,Henderson,,Atlanta Hawks
2762,Conner,Henry,,Boston Celtics
2763,Dwayne,Polee,,LA Clippers
2764,Steffond,Johnson,,LA Clippers
2765,Adrian,Branch,,Portland Trail Blazers
2766,Harold,Pressley,,Sacramento Kings
2767,Forrest,McKenzie,,San Antonio Spurs
2768,Curtis,Kitchen,,Oklahoma City Thunder
2769,Jim,Lampley,,Philadelphia 76ers
2770,Dennis,Nutt,,Dallas Mavericks
2771,Cozell,McQueen,,Detroit Pistons
2772,Perry,Young,,Chicago Bulls
2773,Kevin,Henderson,,Golden State Warriors
2774,Joe,Binion,,Portland Trail Blazers
2775,Ron,Rowan,,Portland Trail Blazers
2776,Brad,Wright,,New York Knicks
2777,Ralph,Lewis,,Detroit Pistons
2778,John,Stroeder,,Milwaukee Bucks
2779,Nikita,Wilson,,Portland Trail Blazers
2780,Dallas,Comegys,,Brooklyn Nets
2781,Jamie,Waller,,Brooklyn Nets
2782,Andre,Moore,,Denver Nuggets
2783,Martin,Nessley,,LA Clippers
2784,Norris,Coleman,,LA Clippers
2785,Chris,Welp,,Philadelphia 76ers
2786,Nate,Blackwell,,San Antonio Spurs
2787,Joe,Arlauckas,,Sacramento Kings
2788,Michael,Jackson,,Sacramento Kings
2789,Clinton,Wheeler,,Indiana Pacers
2790,Ron,Moore,,Detroit Pistons
2791,Tony,White,,Golden State Warriors
2792,Kannard,Johnson,,Cleveland Cavaliers
2793,Winston,Crite,,Phoenix Suns
2794,Rickie,Winslow,,Milwaukee Bucks
2795,Brian,Rowsom,,Charlotte Hornets
2796,Billy,Donovan,,New York Knicks
2797,Ronnie,Murphy,,Portland Trail Blazers
2798,Scott,Roth,,Minnesota Timberwolves
2799,Ricky,Wilson,,San Antonio Spurs
2800,Dave,Henderson,,Philadelphia 76ers
2801,Phil,Zevenbergen,,San Antonio Spurs
2802,Eddie,Hughes,,Denver Nuggets
2803,Eric,White,,LA Clippers
2804,Mark,Wade,,Golden State Warriors
2805,Richard,Rellford,,San Antonio Spurs
2806,Richard,Morton,,Indiana Pacers
2807,Mark,Davis,,Milwaukee Bucks
2808,Wayne,Englestad,,Denver Nuggets
2809,Rolando,Ferreira,,Portland Trail Blazers
2810,Dominic,Pressley,,Washington Wizards
2811,Anthony,Taylor,,Miami Heat
2812,Sylvester,Gray,,Miami Heat
2813,Ben,Gillery,,Sacramento Kings
2814,Ricky,Berry,,Sacramento Kings
2815,Ramon,Rivas,,Boston Celtics
2816,Keith,Smart,,San Antonio Spurs
2817,Shelton,Jones,,Philadelphia 76ers
2818,Jose,Ortiz,,Utah Jazz
2819,Fennis,Dembo,,Detroit Pistons
2820,Todd,Mitchell,,Miami Heat
2821,Robert,Lock,,LA Clippers
2822,Michael,Anderson,,San Antonio Spurs
2823,Bill,Jones,,Brooklyn Nets
2824,Jim,Rowinski,,Miami Heat
2825,Mike,Champion,,Oklahoma City Thunder
2826,Randy,Allen,,Sacramento Kings
2827,Orlando,Graham,,Golden State Warriors
2828,Robert,Rose,,LA Clippers
2829,Barry,Sumpter,,LA Clippers
2830,Terry,Dozier,,Charlotte Hornets
2831,Ed,Horton,,Washington Wizards
2832,Torgeir,Bryn,,LA Clippers
2833,Jay,Taylor,,Brooklyn Nets
2834,Stanley,Brundy,,Brooklyn Nets
2835,Dyron,Nix,,Indiana Pacers
2836,Leonard,Taylor,,Golden State Warriors
2837,Steve,Bucknall,,Los Angeles Lakers
2838,Eric,Johnson,,Utah Jazz
2839,Mel,McCants,,Los Angeles Lakers
2840,Gary,Voce,,Cleveland Cavaliers
2841,Nate,Johnston,,Portland Trail Blazers
2842,Jeff,Lebo,,San Antonio Spurs
2843,Zarko,Paspalj,,San Antonio Spurs
2844,Dexter,Shouse,,Philadelphia 76ers
2845,Mike,Morrison,,Phoenix Suns
2846,Doug,Roth,,Washington Wizards
2847,Mike,Williams,,Sacramento Kings
2848,Jay,Edwards,,LA Clippers
2849,Raymond,Brown,,Utah Jazz
2850,Dee,Brown,,Boston Celtics
2851,Larry,Bird,,Boston Celtics
2852,Reggie,Lewis,,Boston Celtics
2853,Ed,Pinckney,,Boston Celtics
2854,Kevin,McHale,,Boston Celtics
2855,Joe,Kleine,,Boston Celtics
2856,Kevin,Gamble,,Boston Celtics
2857,Brian,Shaw,,Los Angeles Lakers
2858,Dave,Popson,,Boston Celtics
2859,Robert,Parish,,Boston Celtics
2860,Brad,Daugherty,,Cleveland Cavaliers
2861,Chucky,Brown,,Cleveland Cavaliers
2862,Craig,Ehlo,,Cleveland Cavaliers
2863,Danny,Ferry,,Cleveland Cavaliers
2864,Derrick,Chievous,,Houston Rockets
2865,Gerald,Paddio,,Cleveland Cavaliers
2866,Hot,"Rod,Williams",,Cleveland Cavaliers
2867,Spud,Webb,,Atlanta Hawks
2868,Jerry,Reynolds,,Milwaukee Bucks
2869,Mark,Aguirre,,Dallas Mavericks
2870,Fred,Roberts,,Milwaukee Bucks
2871,John,Stockton,,Utah Jazz
2872,Eddie,Johnson,,Sacramento Kings
2873,Terry,Porter,,Portland Trail Blazers
2874,Mike,Woodson,,Sacramento Kings
2875,Jim,Thomas,,Indiana Pacers
2876,Brad,Davis,,Dallas Mavericks
2877,Orlando,Woolridge,,Chicago Bulls
2878,Chris,Mullin,,Golden State Warriors
2879,Rony,Seikaly,,Miami Heat
2880,Harvey,Grant,,Washington Wizards
2881,Chuck,Person,,Indiana Pacers
2882,Detlef,Schrempf,,Oklahoma City Thunder
2883,George,McCloud,,Indiana Pacers
2884,Greg,Dreiling,,Indiana Pacers
2885,Kenny,Williams,,Indiana Pacers
2886,LaSalle,Thompson,,Sacramento Kings
2887,Micheal,Williams,,Minnesota Timberwolves
2888,Mike,Sanders,,Phoenix Suns
2889,Randy,Wittman,,Atlanta Hawks
2890,Reggie,Miller,G,Indiana Pacers
2891,Rik,Smits,,Indiana Pacers
2892,Vern,Fleming,,Indiana Pacers
2893,Chris,Dudley,,Portland Trail Blazers
2894,Chris,Morris,,Brooklyn Nets
2895,Derrick,Coleman,F,Brooklyn Nets
2896,Derrick,Gervin,,Brooklyn Nets
2897,Jack,Haley,,Brooklyn Nets
2898,Jud,Buechler,,Chicago Bulls
2899,Kurk,Lee,,Brooklyn Nets
2900,Lester,Conner,,Golden State Warriors
2901,Mookie,Blaylock,,Atlanta Hawks
2902,Reggie,Theus,,Chicago Bulls
2903,Sam,Bowie,,Brooklyn Nets
2904,Tate,George,,Brooklyn Nets
2905,Bo,Kimble,,LA Clippers
2906,Charles,Smith,,LA Clippers
2907,Gary,Grant,,LA Clippers
2908,Jeff,Martin,,LA Clippers
2909,Ken,Bannister,,New York Knicks
2910,Ken,Norman,,LA Clippers
2911,Loy,Vaught,,LA Clippers
2912,Tom,Garrick,,LA Clippers
2913,Winston,Garland,,Golden State Warriors
2914,Antoine,Carr,,Atlanta Hawks
2915,Bill,Wennington,,Chicago Bulls
2916,Bob,Hansen,,Utah Jazz
2917,Duane,Causwell,,Sacramento Kings
2918,Eric,Leckner,,Utah Jazz
2919,Lionel,Simmons,,Sacramento Kings
2920,Ralph,Sampson,,Houston Rockets
2921,Rory,Sparrow,,New York Knicks
2922,Steve,Colter,,Washington Wizards
2923,Wayman,Tisdale,,Sacramento Kings
2924,B.J.,Armstrong,,Chicago Bulls
2925,Bill,Cartwright,,New York Knicks
2926,Cliff,Levingston,,Atlanta Hawks
2927,Craig,Hodges,,Milwaukee Bucks
2928,Dennis,Hopson,,Brooklyn Nets
2929,Horace,Grant,,Chicago Bulls
2930,John,Paxson,,Chicago Bulls
2931,Michael,Jordan,,Chicago Bulls
2932,Scott,Williams,C,Chicago Bulls
2933,Scottie,Pippen,,Chicago Bulls
2934,Stacey,King,,Chicago Bulls
2935,Will,Perdue,,Chicago Bulls
2936,Brian,Oliver,,Philadelphia 76ers
2937,Charles,Barkley,,Philadelphia 76ers
2938,Hersey,Hawkins,,Philadelphia 76ers
2939,Jayson,Williams,,Brooklyn Nets
2940,Johnny,Dawkins,,Philadelphia 76ers
2941,Manute,Bol,,Washington Wizards
2942,Mike,Gminski,,Brooklyn Nets
2943,Rick,Mahorn,,Washington Wizards
2944,Rickey,Green,,Utah Jazz
2945,Ron,Anderson,,Philadelphia 76ers
2946,Armen,Gilliam,,Brooklyn Nets
2947,Dave,Hoppen,,Charlotte Hornets
2948,Dell,Curry,,Charlotte Hornets
2949,J.R.,Reid,,Charlotte Hornets
2950,Johnny,Newman,,Milwaukee Bucks
2951,Kelly,Tripucka,,Detroit Pistons
2952,Kendall,Gill,G,Brooklyn Nets
2953,Kenny,Gattison,,Charlotte Hornets
2954,Muggsy,Bogues,,Charlotte Hornets
2955,Rex,Chapman,,Phoenix Suns
2956,Brian,Quinnett,,New York Knicks
2957,Charles,Oakley,,New York Knicks
2958,Eddielee,Wilkins,,New York Knicks
2959,Gerald,Wilkins,,New York Knicks
2960,Jerrod,Mustaf,,Phoenix Suns
2961,Kiki,Vandeweghe,,Denver Nuggets
2962,Mark,Jackson,,New York Knicks
2963,Maurice,Cheeks,,Philadelphia 76ers
2964,Patrick,Ewing,,New York Knicks
2965,Mark,Bryant,,Portland Trail Blazers
2966,Dana,Barros,,Boston Celtics
2967,Derrick,McKey,,Indiana Pacers
2968,Gary,Payton,G,Oklahoma City Thunder
2969,Michael,Cage,,Oklahoma City Thunder
2970,Olden,Polynice,,Sacramento Kings
2971,Quintin,Dailey,,Chicago Bulls
2972,Sedale,Threatt,,Los Angeles Lakers
2973,Shawn,Kemp,,Oklahoma City Thunder
2974,Xavier,McDaniel,,Oklahoma City Thunder
2975,Tree,Rollins,,Atlanta Hawks
2976,Pervis,Ellison,,Washington Wizards
2977,Stuart,Gray,,Indiana Pacers
2978,Trent,Tucker,,New York Knicks
2979,Frank,Kornet,,Milwaukee Bucks
2980,David,Greenwood,,Chicago Bulls
2981,David,Robinson,,San Antonio Spurs
2982,Paul,Pressey,,Milwaukee Bucks
2983,Reggie,Williams,,Denver Nuggets
2984,Sean,Elliott,,San Antonio Spurs
2985,Sean,Higgins,,Brooklyn Nets
2986,Sidney,Green,,Chicago Bulls
2987,Terry,Cummings,,Milwaukee Bucks
2988,Tony,Massenburg,F,Memphis Grizzlies
2989,A.C.,Green,,Los Angeles Lakers
2990,Byron,Scott,,Los Angeles Lakers
2991,Elden,Campbell,C,Los Angeles Lakers
2992,James,Worthy,,Los Angeles Lakers
2993,Larry,Drew,,Sacramento Kings
2994,Magic,Johnson,,Los Angeles Lakers
2995,Mychal,Thompson,,Portland Trail Blazers
2996,Sam,Perkins,,Dallas Mavericks
2997,Terry,Teagle,,Golden State Warriors
2998,Vlade,Divac,G,Los Angeles Lakers
2999,John,Shasky,,Miami Heat
3000,Randy,White,,Dallas Mavericks
3001,Steve,Alford,,Dallas Mavericks
3002,Greg,Butler,,New York Knicks
3003,Steve,Scheffler,,Oklahoma City Thunder
3004,Les,Jepsen,,Sacramento Kings
3005,Mike,Smrek,,Los Angeles Lakers
3006,Danny,Manning,,LA Clippers
3007,Mark,McNamara,,Philadelphia 76ers
3008,Steve,Kerr,,Chicago Bulls
3009,Kennard,Winchester,,Houston Rockets
3010,Rick,Calloway,,Sacramento Kings
3011,Travis,Mays,,Sacramento Kings
3012,Trevor,Wilson,,Sacramento Kings
3013,Tony,Brown,,Milwaukee Bucks
3014,Randolph,Keys,,Cleveland Cavaliers
3015,Benoit,Benjamin,,LA Clippers
3016,Byron,Dinkins,,Houston Rockets
3017,Dwayne,Schintzius,,Brooklyn Nets
3018,Kenny,Payne,,Philadelphia 76ers
3019,Greg,Grant,,Philadelphia 76ers
3020,Tony,Smith,,Los Angeles Lakers
3021,Nate,McMillan,,Oklahoma City Thunder
3022,Rod,Strickland,,Portland Trail Blazers
3023,Mahmoud,Abdul-Rauf,,Denver Nuggets
3024,Scott,Meents,,Oklahoma City Thunder
3025,Jim,Petersen,,Houston Rockets
3026,Bob,Thornton,,Philadelphia 76ers
3027,Drazen,Petrovic,,Brooklyn Nets
3028,Kurt,Rambis,,Phoenix Suns
3029,Jon,Koncak,,Atlanta Hawks
3030,Stojko,Vrankovic,,LA Clippers
3031,Cedric,Ball,,LA Clippers
3032,Andrew,Lang,,Phoenix Suns
3033,Bart,Kofoed,,Utah Jazz
3034,Jim,Farmer,,Oklahoma City Thunder
3035,Dave,Corzine,,Chicago Bulls
3036,Buck,Johnson,,Houston Rockets
3037,Milos,Babic,,Cleveland Cavaliers
3038,Negele,Knight,,Phoenix Suns
3039,Willie,Anderson,,San Antonio Spurs
3040,Andre,Turner,,Washington Wizards
3041,Ledell,Eackles,,Washington Wizards
3042,Jim,Grandholm,,Dallas Mavericks
3043,Kelvin,Upshaw,,Dallas Mavericks
3044,Leon,Wood,,Brooklyn Nets
3045,Terry,Mills,,Detroit Pistons
3046,Darnell,Valentine,,Portland Trail Blazers
3047,Morlon,Wiley,,Dallas Mavericks
3048,Irving,Thomas,,Los Angeles Lakers
3049,John,Starks,,New York Knicks
3050,Pete,Myers,,Chicago Bulls
3051,Keith,Askins,,Miami Heat
3052,Anthony,Bonner,,Sacramento Kings
3053,Dale,Ellis,,Oklahoma City Thunder
3054,Pat,Cummings,,Milwaukee Bucks
3055,Kenny,Walker,,New York Knicks
3056,Mario,Elie,,Houston Rockets
3057,Anthony,Mason,,New York Knicks
3058,Tim,Legler,,Washington Wizards
3059,Dan,O'Sullivan,,Utah Jazz
3060,Dan,Godfread,,Minnesota Timberwolves
3061,Henry,James,,Cleveland Cavaliers
3062,Jim,Les,,Sacramento Kings
3063,Paul,Mokeski,,Milwaukee Bucks
3064,Earl,Cureton,,Detroit Pistons
3065,Anthony,Frederick,,Charlotte Hornets
3066,Jawann,Oldham,,Chicago Bulls
3067,Jeff,Sanders,,Chicago Bulls
3068,Scott,Haffner,,Miami Heat
3069,John,Long,,Detroit Pistons
3070,Ron,Harper,,Chicago Bulls
3071,Tony,Harris,,Boston Celtics
3072,Clifford,Lett,,San Antonio Spurs
3073,Clinton,Smith,,Golden State Warriors
3074,John,Williams,,Washington Wizards
3075,Craig,Neal,,Miami Heat
3076,Mike,Higgins,,Sacramento Kings
3077,Joe,"Barry,Carroll",,Golden State Warriors
3078,Gerald,Henderson,,Boston Celtics
3079,Everette,Stephens,,Indiana Pacers
3080,Charles,Smith,,Boston Celtics
3081,David,Wingate,,Oklahoma City Thunder
3082,Tony,Dawson,,Sacramento Kings
3083,Gary,Leonard,,Minnesota Timberwolves
3084,A.J.,Wynder,,Boston Celtics
3085,Adrian,Dantley,,Utah Jazz
3086,Derek,Smith,,LA Clippers
3087,Vincent,Askew,,Oklahoma City Thunder
3088,Robert,Reid,,Houston Rockets
3089,Gary,Trent Jr.,G,Milwaukee Bucks
3090,Jaron,Blossomgame,,Cleveland Cavaliers
3091,Brandon,Goodwin,,Cleveland Cavaliers
3092,Haywood,Highsmith,F,Phoenix Suns
3450,Deng,Adel,,Cleveland Cavaliers
3943,Julian,Washburn,,Memphis Grizzlies
5117,Mitchell,Creek,,Brooklyn Nets
5279,Emanuel,Terry,,Phoenix Suns
5471,Brandon,Sampson,,Chicago Bulls
45947,Donte,Grantham,,Oklahoma City Thunder
50191,Bonzie,Colson,F,Milwaukee Bucks
50609,Dairis,Bertans,G,New Orleans Pelicans
50661,Chris,Chiozza,G,Brooklyn Nets
50729,Michael,Frazier,G,Houston Rockets
50737,Billy,Garrett,G-F,New York Knicks
50793,Isaac,Humphries,C,Atlanta Hawks
50815,BJ,Johnson,F,Orlando Magic
50823,Jemerrio,Jones,F,Los Angeles Lakers
50927,Kendrick,Nunn,G,Washington Wizards
50947,Tarik,Phillip,G,Washington Wizards
50966,Cameron,Reynolds,G,Minnesota Timberwolves
666393,Jalen,Adams,G,Toronto Raptors
666400,Nickeil,Alexander-Walker,G,Atlanta Hawks
666401,Kyle,Alexander,F,Miami Heat
666423,RJ,Barrett,F-G,Toronto Raptors
666429,Darius,Bazley,F,Utah Jazz
666438,Javon,Bess,G,New Orleans Pelicans
666440,Kavell,Bigby-Williams,C,New Orleans Pelicans
666442,Goga,Bitadze,C,Orlando Magic
666446,Keljin,Blevins,F,Portland Trail Blazers
666451,Bol,Bol,C,Phoenix Suns
666453,Marques,Bolden,C,Golden State Warriors
666454,Jordan,Bone,G,Orlando Magic
666457,Phil,Booth,G,Washington Wizards
666459,Brian,Bowen II,F,Indiana Pacers
666460,Ky,Bowman,G,Golden State Warriors
666463,Jarrell,Brantley,F,Utah Jazz
666464,Ignas,Brazdeikis,F,Orlando Magic
666467,Amida,Brimah,C,Denver Nuggets
666468,Oshae,Brissett,F,Philadelphia 76ers
666474,Charles,Brown,G,Charlotte Hornets
666476,Moses,Brown,C,Denver Nuggets
666486,Devontae,Cacok,F-C,Portland Trail Blazers
666488,Perrion,Callandret,G,Chicago Bulls
666489,Vlatko,Cancar,F,Denver Nuggets
666502,Zylan,Cheatham,F,New Orleans Pelicans
666505,Brandon,Clarke,F,Memphis Grizzlies
666508,Nicolas,Claxton,F-C,Chicago Bulls
666509,Chris,Clemons,G,Houston Rockets
666511,Amir,Coffey,G,Phoenix Suns
666517,Tyler,Cook,C,Chicago Bulls
666523,Jarrett,Culver,G,Orlando Magic
666529,Jon,Davis,G,Orlando Magic
666530,Terence,Davis,G,Sacramento Kings
666541,Luguentz,Dort,G,Atlanta Hawks
666543,Sekou,Doumbouya,F,Los Angeles Lakers
666551,Carsen,Edwards,G,Detroit Pistons
666552,John,Egbunu,C,Minnesota Timberwolves
666560,Tacko,Fall,C,Cleveland Cavaliers
666564,Bruno,Fernando,F,Toronto Raptors
666570,Robert,Franks,F,Orlando Magic
666576,Abdul,Gaddy,G,Oklahoma City Thunder
666577,Daniel,Gafford,F,Dallas Mavericks
666580,JaKeenan,Gant,F,Indiana Pacers
666581,Darius,Garland,G,LA Clippers
666584,Kaiser,Gates,F,New Orleans Pelicans
666598,Hassani,Gravett,G,Orlando Magic
666604,Javonte,Green,G-F,Detroit Pistons
666607,Marko,Guduric,G,Memphis Grizzlies
666608,Kyle,Guy,G,Miami Heat
666609,Rui,Hachimura,F,LA Clippers
666610,Devon,Hall,G,Oklahoma City Thunder
666611,Donta,Hall,F,Orlando Magic
666616,Jared,Harper,G,New Orleans Pelicans
666626,Jaxson,Hayes,C,Utah Jazz
666630,Dewan,Hernandez,C,Toronto Raptors
666633,Tyler,Herro,G,Milwaukee Bucks
666637,Ahmed,Hill,G,Charlotte Hornets
666640,Amir,Hinton,G,New York Knicks
666641,Jaylen,Hoard,F,Oklahoma City Thunder
666647,Daulton,Hommes,F,New Orleans Pelicans
666650,Talen,Horton-Tucker,G,Chicago Bulls
666653,William,Howard,G-F,Houston Rockets
666656,De'Andre,Hunter,F,Sacramento Kings
666672,Justin,James,G-F,Sacramento Kings
666675,DaQuan,Jeffries,F,Sacramento Kings
666676,Ty,Jerome,G,Memphis Grizzlies
666679,Cameron,Johnson,F,Denver Nuggets
666682,Keldon,Johnson,F,San Antonio Spurs
666692,Mfiondu,Kabengele,F,Boston Celtics
666697,Stanton,Kidd,F,Utah Jazz
666698,Louis,King,F,Philadelphia 76ers
666702,Sagaba,Konate,F,Toronto Raptors
666703,John,Konchar,G-F,Utah Jazz
666707,Christ,Koumadje,C,Philadelphia 76ers
666708,David,Kramer,G,Phoenix Suns
666713,Romeo,Langford,G,Utah Jazz
666714,Terry,Larrier,F,LA Clippers
666716,Dedric,Lawson,F,Boston Celtics
666717,Vic,Law,F,Orlando Magic
666720,Jalen,Lecque,G,Phoenix Suns
666726,Mathias,Lessort,F,New York Knicks
666729,Nassir,Little,F,Miami Heat
666743,Terance,Mann,G,Brooklyn Nets
666747,Caleb,Martin,F,Dallas Mavericks
666748,Cody,Martin,F,Indiana Pacers
666750,Jeremiah,Martin,G,Cleveland Cavaliers
666751,Kelan,Martin,F,New Orleans Pelicans
666754,Garrison,Mathews,G,Indiana Pacers
666755,Dakota,Mathias,G,Memphis Grizzlies
666757,Luke,Maye,F,Milwaukee Bucks
666758,Tahjere,McCall,G,Brooklyn Nets
666762,Jalen,McDaniels,F,New Orleans Pelicans
666767,Jordan,McLaughlin,G,San Antonio Spurs
666770,Nicolo,Melli,F,New Orleans Pelicans
666775,Isaiah,Miles,F,Philadelphia 76ers
666783,Adam,Mokoka,G,Chicago Bulls
666786,Ja,Morant,G,Portland Trail Blazers
666788,Juwan,Morgan,F,LA Clippers
666794,Mychal,Mulder,G,Memphis Grizzlies
666795,Jordan,Murphy,F,Minnesota Timberwolves
666808,Zach,Norvell Jr.,G,Golden State Warriors
666809,Jaylen,Nowell,G,Washington Wizards
666818,Chuma,Okeke,F,Cleveland Cavaliers
666821,KZ,Okpala,F,Sacramento Kings
666824,Miye,Oni,G,Memphis Grizzlies
666827,Tariq,Owens,F,Phoenix Suns
666828,James,Palmer Jr.,G,LA Clippers
666831,Eric,Paschall,F,Minnesota Timberwolves
666837,Norvel,Pelle,F,Utah Jazz
666838,Josh,Perkins,F,Charlotte Hornets
666840,Lamar,Peters,G,Philadelphia 76ers
666841,Isaiah,Pineiro,F,Sacramento Kings
666846,Vincent,Poirier,C,Boston Celtics
666847,Shamorie,Ponds,G,Toronto Raptors
666848,Jordan,Poole,G,New Orleans Pelicans
666849,Kevin,Porter Jr.,G,Milwaukee Bucks
666859,Josh,Reaves,G,Dallas Mavericks
666860,Cameron,Reddish,F-G,Los Angeles Lakers
666871,Justin,Robinson,G,Detroit Pistons
666873,Isaiah,Roby,F,New York Knicks
666881,Luka,Samanic,F,Utah Jazz
666885,Admiral,Schofield,F,Orlando Magic
666891,Marial,Shayok,G,Philadelphia 76ers
666892,Simisola,Shittu,F,Chicago Bulls
666894,Chris,Silva,F,Atlanta Hawks
666897,Justin,Simon,G,Phoenix Suns
666899,Deividas,Sirvydis,G,Indiana Pacers
666900,Alen,Smailagic,F,Golden State Warriors
666908,Max,Strus,G,Cleveland Cavaliers
666919,Matt,Thomas,G,Chicago Bulls
666923,Matisse,Thybulle,G-F,Los Angeles Lakers
666925,Juan,Toscano-Anderson,F,Sacramento Kings
666930,Rayjon,Tucker,F,Milwaukee Bucks
666940,Dean,Wade,F,Philadelphia 76ers
666950,P.J.,Washington,F,Dallas Mavericks
666952,Tremont,Waters,G,Washington Wizards
666953,Quinndary,Weatherspoon,G,Golden State Warriors
666956,Coby,White,G,Charlotte Hornets
666960,Lindell,Wigginton,G,Milwaukee Bucks
666963,Nigel,Williams-Goss,G,Utah Jazz
666965,Grant,Williams,F,Charlotte Hornets
666969,Zion,Williamson,F,New Orleans Pelicans
666971,Dylan,Windler,G-F,Atlanta Hawks
666973,Todd,Withers,F,Detroit Pistons
666975,Kenny,Wooten,F,Houston Rockets
666976,Justin,Wright-Foreman,G,Utah Jazz
667302,Nicolo,Melli,F,New Orleans Pelicans
667378,Naz,Reid,F-C,Charlotte Hornets
1280857,Kevin,Hervey,F,Oklahoma City Thunder
1358055,Anzejs,Pasecniks,C,Washington Wizards
1567838,Paul,Watson,G,Oklahoma City Thunder
1573276,Levi,Randolph,G,Cleveland Cavaliers
1603383,Gabe,Vincent,G,Atlanta Hawks
1687493,Matt,Mooney,G,New York Knicks
1891701,Eric,Mika,C-F,Sacramento Kings
1986689,Malik,Newman,G,Cleveland Cavaliers
2116373,Dusty,Hannahs,G,Memphis Grizzlies
2270852,Sir'Dominic,Pointer,G-F,Cleveland Cavaliers
2309958,Jontay,Porter,C-F,Detroit Pistons
3546977,Greg,Whittington,F,Denver Nuggets
3547095,Udoka,Azubuike,C-F,Phoenix Suns
3547163,Mamadi,Diakite,F,Phoenix Suns
3547164,CJ,Elleby,F-G,Minnesota Timberwolves
3547169,Reggie,Perry,F-C,Portland Trail Blazers
3547197,Devon,Dotson,G,Washington Wizards
3547207,Jordan,Nwora,F,Toronto Raptors
3547215,Killian,Tillie,F-C,Memphis Grizzlies
3547238,Anthony,Edwards,G,Minnesota Timberwolves
3547239,LaMelo,Ball,G,Minnesota Timberwolves
3547240,James,Wiseman,C,Indiana Pacers
3547241,Killian,Hayes,G,Sacramento Kings
3547242,Deni,Avdija,F,Portland Trail Blazers
3547243,Obi,Toppin,F,Indiana Pacers
3547244,Onyeka,Okongwu,F-C,Atlanta Hawks
3547245,Tyrese,Haliburton,G,Indiana Pacers
3547246,Devin,Vassell,G-F,San Antonio Spurs
3547247,Isaac,Okoro,F-G,Chicago Bulls
3547248,Patrick,Williams,F,Chicago Bulls
3547249,Precious,Achiuwa,F,Sacramento Kings
3547250,Aaron,Nesmith,G-F,Indiana Pacers
3547251,Cole,Anthony,G,Milwaukee Bucks
3547252,Vernon,Carey Jr.,F-C,Utah Jazz
3547253,Theo,Maledon,G,Phoenix Suns
3547254,Tyrese,Maxey,G,Philadelphia 76ers
3547255,Tyrell,Terry,G,Memphis Grizzlies
3547256,Saddiq,Bey,F,New Orleans Pelicans
3547257,R.J.,Hampton,G,Miami Heat
3547258,Josh,Green,G,Minnesota Timberwolves
3547259,Jaden,McDaniels,F,Minnesota Timberwolves
3547260,Kira,Lewis Jr.,G,Washington Wizards
3547261,Nico,Mannion,G,Golden State Warriors
3547262,Jahmi'us,Ramsey,G,Toronto Raptors
3547263,Daniel,Oturu,C,Toronto Raptors
3547264,Jalen,Smith,F-C,Chicago Bulls
3547265,Tyler,Bey,F,Houston Rockets
3547266,Elijah,Hughes,G,Portland Trail Blazers
3547267,Isaiah,Stewart,F-C,Memphis Grizzlies
